Latitude,Longitude,Crash Type,geometry,Presence of guardrails,Cable barriers,Rumble strips,Pavement condition,Proximity to highway entrances and exits,Urban vs. rural environment,Surrounding natural features,Number of lanes,Shoulder type and width,Posted speed limit,Presence and type of median or divider,Lane markings and signage visibility,Nighttime lighting and visibility
35.75395,-88.51341,Property Damage,POINT (-88.51341 35.753949999999996),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75395,-88.51341,Property Damage,POINT (-88.51341 35.753949999999996),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75399,-88.51342,Property Damage,POINT (-88.51342 35.75399),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75399,-88.51342,Property Damage,POINT (-88.51342 35.75399),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75395,-88.51357,Property Damage,POINT (-88.51356999999999 35.753949999999996),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75395,-88.51357,Property Damage,POINT (-88.51356999999999 35.753949999999996),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75457,-88.51433,Property Damage,POINT (-88.51433 35.754569999999994),1,0,2,3,1,0,1,3,2,4,2,3,0
35.75457,-88.51433,Property Damage,POINT (-88.51433 35.754569999999994),1,0,2,3,1,0,1,3,2,4,2,3,0
35.7545,-88.51461,Property Damage,POINT (-88.51461 35.7545),0,2,2,3,1,0,1,3,2,4,2,3,0
35.7545,-88.51461,Property Damage,POINT (-88.51461 35.7545),0,2,2,3,1,0,1,3,2,4,2,3,0
35.75407,-88.51702,Property Damage,POINT (-88.51701999999999 35.75407),0,2,2,3,1,0,1,3,2,4,2,3,0
35.75372,-88.51913,Property Damage,POINT (-88.51913 35.75372),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75348,-88.51917,Property Damage,POINT (-88.51917 35.753479999999996),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75369,-88.51932,Property Damage,POINT (-88.51931999999998 35.75369),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75365,-88.51953,Property Damage,POINT (-88.51953 35.75364999999999),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75342,-88.51954,Property Damage,POINT (-88.51953999999999 35.75342),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75357,-88.51997,Property Damage,POINT (-88.51997 35.75357),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75311,-88.52129,Property Damage,POINT (-88.52128999999998 35.75311),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75274,-88.52341,Property Damage,POINT (-88.52341 35.752739999999996),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75258,-88.52579,Property Damage,POINT (-88.52579 35.75258),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75232,-88.52584,Property Damage,POINT (-88.52583999999999 35.75232),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75246,-88.52649,Property Damage,POINT (-88.52649 35.75246),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75245,-88.5265,Property Damage,POINT (-88.5265 35.752449999999996),0,2,2,3,0,0,1,3,2,4,2,3,0
35.7522,-88.528,Property Damage,POINT (-88.52799999999999 35.7522),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75197,-88.52935,Property Damage,POINT (-88.52935 35.75197),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75144,-88.53245,Property Damage,POINT (-88.53244999999998 35.751439999999995),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75138,-88.5328,Property Damage,POINT (-88.5328 35.75137999999999),0,2,2,3,0,0,1,3,2,4,2,3,0
35.7513,-88.53315,Property Damage,POINT (-88.53314999999999 35.7513),0,2,2,3,0,0,1,3,2,4,2,3,0
35.75006,-88.54043,Property Damage,POINT (-88.54043 35.75006),0,2,2,3,0,0,1,3,2,4,2,3,0
35.74976,-88.54066,Property Damage,POINT (-88.54066 35.749759999999995),0,2,2,3,0,0,1,3,2,4,2,3,0
35.7496,-88.54313,Property Damage,POINT (-88.54313 35.7496),0,2,2,3,0,0,1,3,2,4,2,3,0
35.74922,-88.54378,Property Damage,POINT (-88.54378 35.74922),0,2,2,3,0,0,1,3,2,4,2,3,0
35.7484,-88.55008,Property Damage,POINT (-88.55008 35.7484),0,0,2,3,0,0,1,3,2,4,2,3,0
35.74808,-88.55189,Property Damage,POINT (-88.55189 35.748079999999995),0,0,2,3,0,0,1,3,2,4,2,3,0
35.74741,-88.55425,Property Damage,POINT (-88.55425 35.747409999999995),1,0,2,3,0,0,1,3,2,4,2,3,0
35.7474,-88.5543,Property Damage,POINT (-88.5543 35.7474),1,0,2,3,0,0,1,3,2,4,2,3,0
35.74714,-88.55585,Property Damage,POINT (-88.55585 35.74714),2,0,2,1,0,0,0,2,2,4,2,2,0
35.74711,-88.55747,Property Damage,POINT (-88.55746999999998 35.74710999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74685,-88.55752,Property Damage,POINT (-88.55752 35.74685),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74684,-88.55757,Property Damage,POINT (-88.55757 35.74684),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74676,-88.55953,Property Damage,POINT (-88.55952999999998 35.74676000000001),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74674,-88.55962,Property Damage,POINT (-88.55961999999998 35.74674),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74659,-88.56053,Property Damage,POINT (-88.56053 35.746590000000005),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74654,-88.56076,Property Damage,POINT (-88.56075999999999 35.746539999999996),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74646,-88.56127,Property Damage,POINT (-88.56126999999998 35.74645999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74645,-88.5613,Property Damage,POINT (-88.5613 35.746449999999996),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74609,-88.562,Property Damage,POINT (-88.56199999999998 35.74609),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74605,-88.56214,Property Damage,POINT (-88.56213999999999 35.74604999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74537,-88.56517,Property Damage,POINT (-88.56516999999998 35.74537000000001),1,0,2,1,0,0,0,2,2,4,2,2,0
35.7443,-88.56945,Property Damage,POINT (-88.56944999999999 35.744299999999996),1,0,2,1,0,0,0,2,2,4,2,2,0
35.74336,-88.57116,Property Damage,POINT (-88.57115999999999 35.743359999999996),1,0,2,1,0,0,0,2,2,4,2,2,0
35.7433,-88.57192,Property Damage,POINT (-88.57191999999999 35.7433),0,0,2,1,0,0,0,2,2,4,2,2,0
35.743,-88.57201,Property Damage,POINT (-88.57200999999999 35.742999999999995),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74295,-88.5727,Property Damage,POINT (-88.57269999999998 35.74294999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74213,-88.57381,Property Damage,POINT (-88.57381 35.742129999999996),0,0,2,1,0,0,0,2,2,4,2,2,0
35.74208,-88.57446,Property Damage,POINT (-88.57446 35.74208),1,0,2,1,0,0,0,2,2,4,2,2,0
35.7411,-88.57632,Property Damage,POINT (-88.57632 35.741099999999996),1,0,2,1,0,0,0,2,2,4,2,2,0
35.74011,-88.57763,Property Damage,POINT (-88.57762999999998 35.74011000000001),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73983,-88.57872,Property Damage,POINT (-88.57872 35.73982999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73892,-88.57987,Property Damage,POINT (-88.57987 35.73892),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73882,-88.58006,Property Damage,POINT (-88.58006 35.73882),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73885,-88.58026,Property Damage,POINT (-88.58025999999998 35.73884999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73813,-88.58137,Property Damage,POINT (-88.58137 35.73813),0,0,2,1,0,0,0,2,2,4,2,2,0
35.73719,-88.58315,Property Damage,POINT (-88.58314999999999 35.737189999999984),0,0,2,1,0,0,0,2,2,4,2,2,0
35.73708,-88.58393,Property Damage,POINT (-88.58392999999998 35.73708),0,0,2,1,0,0,0,2,2,4,2,2,0
35.73565,-88.58608,Property Damage,POINT (-88.58608 35.73564999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.73418,-88.58937,Property Damage,POINT (-88.58937 35.73418000000001),0,0,2,1,0,0,0,2,2,4,2,2,0
35.7325,-88.592,Property Damage,POINT (-88.592 35.732499999999995),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73248,-88.59204,Property Damage,POINT (-88.59203999999998 35.732479999999995),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73247,-88.59205,Property Damage,POINT (-88.59205 35.73247),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73235,-88.59228,Property Damage,POINT (-88.59228 35.73235),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73261,-88.59234,Property Damage,POINT (-88.59233999999998 35.73261),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73248,-88.59257,Property Damage,POINT (-88.59256999999998 35.732479999999995),1,0,2,1,0,0,0,2,2,4,2,2,0
35.73112,-88.59513,Property Damage,POINT (-88.59512999999998 35.73111999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72937,-88.59821,Property Damage,POINT (-88.59820999999998 35.72937000000001),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72824,-88.60114,Property Damage,POINT (-88.60113999999999 35.72824),1,0,2,1,0,0,0,2,2,4,2,2,0
35.7282,-88.60124,Property Damage,POINT (-88.60124 35.72820000000001),1,0,2,1,0,0,0,2,2,4,2,2,0
35.72768,-88.60368,Property Damage,POINT (-88.60367999999998 35.72768),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72768,-88.60368,Property Damage,POINT (-88.60367999999998 35.72768),0,0,2,1,0,0,0,2,2,4,2,2,0
35.726,-88.60832,Property Damage,POINT (-88.60832 35.72599999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.726,-88.60832,Property Damage,POINT (-88.60832 35.72599999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.7253,-88.61135,Property Damage,POINT (-88.61134999999999 35.7253),0,0,2,1,0,0,0,2,2,4,2,2,0
35.724,-88.615,Property Damage,POINT (-88.61499999999998 35.72399999999998),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72346,-88.61725,Property Damage,POINT (-88.61725 35.72346),1,0,2,1,0,0,0,2,2,4,2,2,0
35.72338,-88.61749,Property Damage,POINT (-88.61748999999999 35.72338),1,0,2,1,0,0,0,2,2,4,2,2,0
35.72327,-88.61788,Property Damage,POINT (-88.61788 35.72326999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.72306,-88.61817,Property Damage,POINT (-88.61817 35.72305999999999),1,0,2,1,0,0,0,2,2,4,2,2,0
35.72142,-88.62383,Property Damage,POINT (-88.62383 35.72142000000001),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72107,-88.62417,Property Damage,POINT (-88.62417 35.72107),0,0,2,1,0,0,0,2,2,4,2,2,0
35.72061,-88.62565,Property Damage,POINT (-88.62564999999998 35.72060999999999),0,1,2,1,0,0,0,2,4,4,2,2,0
35.71999,-88.62766,Property Damage,POINT (-88.62766 35.71999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71986,-88.62809,Property Damage,POINT (-88.62809 35.719860000000004),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71995,-88.62859,Property Damage,POINT (-88.62859 35.71994999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71995,-88.6286,Property Damage,POINT (-88.6286 35.71994999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.7196,-88.62893,Property Damage,POINT (-88.62892999999998 35.7196),0,1,2,1,1,0,0,2,4,4,2,2,0
35.7195,-88.63004,Property Damage,POINT (-88.63004000000001 35.7195),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71919,-88.63011,Property Damage,POINT (-88.63011 35.71918999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71906,-88.63065,Property Damage,POINT (-88.63065 35.719060000000006),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71916,-88.63153,Property Damage,POINT (-88.63153 35.71916),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71851,-88.63242,Property Damage,POINT (-88.63242 35.71851),0,1,2,1,1,0,0,2,4,4,2,2,0
35.7185,-88.63244,Property Damage,POINT (-88.63243999999999 35.7185),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71749,-88.63403,Property Damage,POINT (-88.63403 35.71748999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71752,-88.63407,Property Damage,POINT (-88.63407 35.71751999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71879,-88.63411,Property Damage,POINT (-88.63411 35.71878999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71876,-88.63411,Property Damage,POINT (-88.63411 35.71876),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71747,-88.63424,Property Damage,POINT (-88.63423999999999 35.71746999999999),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71685,-88.6378,Property Damage,POINT (-88.63779999999998 35.71685000000001),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71699,-88.63824,Property Damage,POINT (-88.63824 35.71699),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71675,-88.63894,Property Damage,POINT (-88.63893999999999 35.71675),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71664,-88.63928,Property Damage,POINT (-88.63928 35.71664),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71639,-88.63929,Property Damage,POINT (-88.63928999999999 35.71639),0,1,2,1,1,0,0,2,4,4,2,2,0
35.71635,-88.63938,Property Damage,POINT (-88.63937999999999 35.71634999999999),0,1,2,1,0,0,0,2,4,4,2,2,0
35.7163,-88.64039,Property Damage,POINT (-88.64038999999998 35.716300000000004),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71575,-88.64134,Property Damage,POINT (-88.64134 35.71575),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71574,-88.64138,Property Damage,POINT (-88.64138 35.71574),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71584,-88.64146,Property Damage,POINT (-88.64146 35.71583999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71562,-88.64176,Property Damage,POINT (-88.64175999999999 35.715619999999994),0,0,2,1,0,0,0,2,2,4,2,2,0
35.716,-88.642,Property Damage,POINT (-88.642 35.716),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71428,-88.6461,Property Damage,POINT (-88.6461 35.714279999999995),0,0,2,1,0,0,0,2,2,4,2,2,0
35.7141,-88.64746,Property Damage,POINT (-88.64746 35.714099999999995),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71351,-88.64939,Property Damage,POINT (-88.64938999999998 35.71351),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71319,-88.64961,Property Damage,POINT (-88.64961 35.71318999999998),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71294,-88.6505,Property Damage,POINT (-88.6505 35.712939999999996),0,0,2,1,0,0,0,2,2,4,2,2,0
35.7117,-88.65443,Property Damage,POINT (-88.65442999999999 35.7117),0,0,2,1,0,0,0,2,2,4,2,2,0
35.71157,-88.65486,Property Damage,POINT (-88.65486 35.71157),0,0,2,1,0,0,0,2,2,4,2,2,0
35.70987,-88.66112,Property Damage,POINT (-88.66111999999998 35.70987),0,0,2,1,0,0,0,2,2,4,2,2,0
35.70934,-88.66206,Property Damage,POINT (-88.66205999999998 35.70933999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.70898,-88.66322,Property Damage,POINT (-88.66322 35.70897999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.7089,-88.66424,Property Damage,POINT (-88.66423999999999 35.708899999999986),0,0,2,1,0,0,0,2,2,4,2,2,0
35.7086,-88.66478,Property Damage,POINT (-88.66478 35.70859999999999),0,0,2,1,0,0,0,2,2,4,2,2,0
35.70759,-88.6674,Property Damage,POINT (-88.66739999999999 35.707589999999996),1,0,2,1,0,0,0,2,2,4,2,2,0
35.70533,-88.67389,Property Damage,POINT (-88.67389 35.70533),0,0,2,1,0,0,0,2,2,4,2,2,0
35.705,-88.674,Property Damage,POINT (-88.67399999999999 35.705),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69989,-88.68723,Property Damage,POINT (-88.68723 35.69989),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69987,-88.68794,Property Damage,POINT (-88.68794 35.69987),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69931,-88.68935,Property Damage,POINT (-88.68934999999999 35.69931),1,0,2,1,0,0,0,2,2,4,2,2,0
35.6989,-88.68975,Property Damage,POINT (-88.68975 35.698899999999995),1,0,2,1,0,0,0,2,2,4,2,2,0
35.69886,-88.68986,Property Damage,POINT (-88.68986 35.69886),1,0,2,1,0,0,0,2,2,4,2,2,0
35.69866,-88.69038,Property Damage,POINT (-88.69037999999999 35.69866),1,0,2,1,0,0,0,2,2,4,2,2,0
35.69864,-88.69043,Property Damage,POINT (-88.69043 35.69864),1,0,2,1,0,0,0,2,2,4,2,2,0
35.69803,-88.69201,Property Damage,POINT (-88.69200999999998 35.69803),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69723,-88.69407,Property Damage,POINT (-88.69407 35.69723),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69467,-88.70096,Property Damage,POINT (-88.70096 35.69467),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69389,-88.70331,Property Damage,POINT (-88.70331 35.69389),0,0,2,1,0,0,0,2,2,4,2,2,0
35.69282,-88.70604,Property Damage,POINT (-88.70604 35.69282),0,1,2,3,0,0,0,2,2,4,2,3,0
35.69266,-88.70647,Property Damage,POINT (-88.70647 35.69265999999999),0,1,2,3,0,0,0,2,2,4,2,3,0
35.69264,-88.70653,Property Damage,POINT (-88.70652999999999 35.69264),0,1,2,3,0,0,0,2,2,4,2,3,0
35.69228,-88.70679,Property Damage,POINT (-88.70678999999998 35.69228),0,1,2,3,0,0,0,2,2,4,2,3,0
35.69096,-88.71084,Property Damage,POINT (-88.71083999999999 35.69095999999999),0,1,2,3,0,0,0,2,2,4,2,3,0
35.68922,-88.71466,Property Damage,POINT (-88.71466 35.689220000000006),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68896,-88.71597,Property Damage,POINT (-88.71596999999998 35.688959999999994),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68887,-88.71619,Property Damage,POINT (-88.71619 35.688869999999994),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68772,-88.71891,Property Damage,POINT (-88.71890999999998 35.68772),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68629,-88.72219,Property Damage,POINT (-88.72219 35.68628999999999),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68617,-88.72249,Property Damage,POINT (-88.72248999999998 35.68616999999999),1,1,2,3,0,0,0,2,2,4,2,3,0
35.68504,-88.72446,Property Damage,POINT (-88.72445999999998 35.68504),1,0,2,3,0,0,0,2,2,4,2,3,0
35.68492,-88.72537,Property Damage,POINT (-88.72536999999998 35.68491999999999),1,0,2,3,0,0,0,2,2,4,2,3,0
35.68478,-88.72553,Property Damage,POINT (-88.72553 35.68478),1,0,2,3,0,0,0,2,2,4,2,3,0
35.6845,-88.7263,Property Damage,POINT (-88.7263 35.684499999999986),1,0,2,3,0,0,0,2,2,4,2,3,0
35.6838,-88.72731,Property Damage,POINT (-88.72730999999999 35.6838),1,1,2,3,0,0,0,2,2,4,2,3,0
35.6837,-88.72815,Property Damage,POINT (-88.72815 35.683699999999995),2,1,2,3,0,0,0,2,2,4,2,3,0
35.68318,-88.72874,Property Damage,POINT (-88.72874 35.68317999999999),2,1,2,3,0,0,0,2,2,4,2,3,0
35.68324,-88.7292,Property Damage,POINT (-88.7292 35.68323999999999),2,0,2,4,0,0,0,2,2,4,3,3,2
35.68315,-88.72944,Property Damage,POINT (-88.72943999999998 35.68315),2,0,2,4,0,0,0,2,2,4,3,3,2
35.68266,-88.73061,Property Damage,POINT (-88.73061 35.682660000000006),1,0,2,4,0,0,0,2,2,4,3,3,2
35.68205,-88.7316,Property Damage,POINT (-88.73159999999999 35.68204999999999),1,0,2,4,0,0,0,2,2,4,3,3,2
35.68203,-88.73243,Property Damage,POINT (-88.73242999999998 35.682030000000005),2,0,2,4,0,0,0,3,2,4,3,3,2
35.68153,-88.73461,Property Damage,POINT (-88.73461 35.681529999999995),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68105,-88.73625,Property Damage,POINT (-88.73624999999998 35.681049999999985),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68091,-88.73865,Property Damage,POINT (-88.73864999999999 35.68091),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68091,-88.73865,Property Damage,POINT (-88.73864999999999 35.68091),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68114,-88.73902,Property Damage,POINT (-88.73902 35.68114),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68114,-88.73902,Property Damage,POINT (-88.73902 35.68114),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68091,-88.73947,Property Damage,POINT (-88.73947 35.68091),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68091,-88.73947,Property Damage,POINT (-88.73947 35.68091),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68115,-88.73963,Property Damage,POINT (-88.73963 35.68115),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68115,-88.73963,Property Damage,POINT (-88.73963 35.68115),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68086,-88.74007,Property Damage,POINT (-88.74007 35.68085999999999),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68086,-88.74007,Property Damage,POINT (-88.74007 35.68085999999999),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68134,-88.74093,Property Damage,POINT (-88.74093 35.68134),1,0,2,4,1,0,0,3,2,4,3,3,2
35.6806,-88.7412,Property Damage,POINT (-88.74120000000002 35.6806),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68159,-88.74148,Property Damage,POINT (-88.74148 35.68159),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68111,-88.74153,Property Damage,POINT (-88.74153 35.681110000000004),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68111,-88.74153,Property Damage,POINT (-88.74153 35.681110000000004),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68099,-88.74259,Property Damage,POINT (-88.74259 35.68098999999999),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68099,-88.74259,Property Damage,POINT (-88.74259 35.68098999999999),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68113,-88.74269,Property Damage,POINT (-88.74269 35.681129999999996),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68113,-88.74269,Property Damage,POINT (-88.74269 35.681129999999996),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68088,-88.74291,Property Damage,POINT (-88.74291 35.68088),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68088,-88.74291,Property Damage,POINT (-88.74291 35.68088),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68015,-88.74333,Property Damage,POINT (-88.74332999999999 35.68014999999999),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68014,-88.7435,Property Damage,POINT (-88.7435 35.68014),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68018,-88.74354,Property Damage,POINT (-88.74353999999998 35.68018),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68025,-88.74367,Property Damage,POINT (-88.74367 35.68025),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68026,-88.7437,Property Damage,POINT (-88.74369999999999 35.68025999999999),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68023,-88.74372,Property Damage,POINT (-88.74372 35.68023),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68029,-88.74374,Property Damage,POINT (-88.74373999999999 35.68029),2,0,2,4,1,0,0,3,2,4,3,3,2
35.6803,-88.74375,Property Damage,POINT (-88.74375 35.680299999999995),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68032,-88.74379,Property Damage,POINT (-88.74378999999999 35.68032),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68033,-88.7438,Property Damage,POINT (-88.7438 35.680330000000005),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68035,-88.74385,Property Damage,POINT (-88.74385 35.68034999999999),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68054,-88.74425,Property Damage,POINT (-88.74425 35.68054000000001),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68086,-88.74429,Property Damage,POINT (-88.74428999999999 35.68085999999999),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68084,-88.7458,Property Damage,POINT (-88.7458 35.680839999999996),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68107,-88.74636,Property Damage,POINT (-88.74635999999998 35.68107),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68083,-88.74671,Property Damage,POINT (-88.74671 35.68083),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68079,-88.74699,Property Damage,POINT (-88.74699 35.68079),2,0,2,4,1,0,0,3,2,4,3,3,2
35.68103,-88.75,Property Damage,POINT (-88.74999999999999 35.68103),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68078,-88.75093,Property Damage,POINT (-88.75093 35.68077999999999),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68076,-88.7534,Property Damage,POINT (-88.7534 35.680759999999985),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68097,-88.75658,Property Damage,POINT (-88.75658 35.68097000000001),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68073,-88.75662,Property Damage,POINT (-88.75661999999998 35.68072999999999),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68096,-88.75684,Property Damage,POINT (-88.75684 35.68096),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68096,-88.75701,Property Damage,POINT (-88.75700999999998 35.68096),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68069,-88.76061,Property Damage,POINT (-88.76060999999999 35.68069),1,0,2,4,1,0,0,3,2,4,3,3,2
35.68091,-88.762,Property Damage,POINT (-88.762 35.68091),1,0,2,4,1,0,0,3,2,3,3,3,2
35.68091,-88.76213,Property Damage,POINT (-88.76213 35.68091),1,0,2,4,1,0,0,3,2,3,3,3,2
35.6809,-88.76292,Property Damage,POINT (-88.76291999999998 35.6809),1,0,2,4,1,0,0,3,2,3,3,3,2
35.68085,-88.76742,Property Damage,POINT (-88.76742 35.68085),1,0,2,4,1,0,0,3,2,3,3,3,2
35.6806,-88.76988,Property Damage,POINT (-88.76988 35.6806),2,0,2,4,1,0,0,3,2,3,3,3,2
35.68071,-88.77187,Property Damage,POINT (-88.77187 35.68070999999999),2,0,2,4,1,0,0,3,2,3,3,3,2
35.68066,-88.7724,Property Damage,POINT (-88.7724 35.680659999999996),2,0,2,4,1,0,0,3,2,3,3,3,2
35.68019,-88.77535,Property Damage,POINT (-88.77535 35.68019),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67991,-88.77687,Property Damage,POINT (-88.77686999999999 35.67990999999999),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67965,-88.77837,Property Damage,POINT (-88.77836999999998 35.679649999999995),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67928,-88.78037,Property Damage,POINT (-88.78037 35.67928),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67928,-88.78037,Property Damage,POINT (-88.78037 35.67928),1,0,2,4,1,0,0,3,2,3,3,3,2
35.67922,-88.78039,Property Damage,POINT (-88.78039 35.67922000000001),1,0,2,4,1,0,0,3,2,3,3,3,2
